Customer ID,Interested in sustainable range,Gender,Age,"TikTok user, at least weekly",Prefer to eat vegan food,Occupation: Director / Managerial,Occupation: Office Worker,Occupation: Professional,Occupation: Retired,Occupation: Service Sector,Occupation: Skilled / Manual Worker,Occupation: Student,Occupation: Unemployed,Highest qualification achieved: GCSE or equivalent,Highest qualification achieved: A-level or equivalent,Highest qualification achieved: university degree or higher,Interests : antiques or fine art,Interests : meditation / mindfulness,Magazines read : celebrity,Has recently switched current account,Internet: moderate user,Internet: frequent user,"Uses Netflix, at least once a week","Facebook user, at least weekly","LinkedIn user, at least weekly","Snapchat user, at least weekly",I love to buy new gadgets and appliances,If an advert on the Internet looks interesting I will click on it,Watches catch-up TV / VoD with ads at least once a week,Watches ITV,Watches Channel 4,Watches Channel 5,Watches Sky 1,Watches Sky Atlantic,Takes own re-usable cup to a coffee shop/cafe,I prefer not to shop in major high street chains,I look for the lowest possible prices when I go shopping,I think more favourably of companies that sponsor events,I only buy products from a company whose ethics I agree with,Has bought something after seeing an ad on the internet in the past 12 months,Has bought something after seeing an email ad in the past 12 months,Has a current account with a neo challenger bank,Car shares journey to work,Interests : vegetarian products,Celebrities influence my purchase decisions,Tends to use a refillable water bottle most days,Internet: light user,Children at home : 0,Children at home : 1,Children at home : 2,Children at home : 3+
135376,0,M,65-74,5.01,6.33,9.08,3.05,18.39,37.9,4.31,15.31,3.56,1.43,21.69,40.6,31.39,19.95,2.94,0.53,4.16,31.65,65.16,33.12,58.1,13.69,6.38,36.37,24.11,62.43,82.86,62.99,50.29,23.89,17.95,12.65,21.18,50.2,19.07,33.35,21.54,14.28,4.04,2.7,13.04,4.87,38.66,1.79,73.73,9.75,13.61,2.9
135408,1,O,45-54,4.9,9.8,12.8,10.9,47.4,0.1,11.6,4.9,0.2,1.4,14.3,30.7,53.9,28.6,11.2,3.8,3.3,41.9,57.1,46.2,68.4,13.8,12.8,31.8,29.8,69.2,85.8,76.3,53.8,26.9,25.4,30.2,14.7,56.3,16.7,35.7,23.4,19.2,5.9,6.5,23.9,3.9,62.8,0.8,34.9,20.7,35.4,9
135454,1,F,45-54,5.7,7,5.1,12.9,30.4,0.2,19.6,12.7,0.2,2.1,27.8,41.1,25.2,22.5,8.2,3.3,2.5,55.5,40.6,44.7,68.8,8.9,23.9,27.5,34.1,66.4,87.2,66.8,53.4,32.6,25.2,14.2,14.7,59.8,27,33.4,19.2,14.7,1,5.9,19.8,4.1,56.7,2.4,46.3,25,23.1,5.6
135463,1,F,45-54,6.6,13,11.2,9.3,44.4,0.1,11.8,5.9,0.3,1.7,14.6,29.8,54.2,23.9,9.8,3.3,3.4,50.7,48,45.7,69.1,13.1,16.9,37.2,32.9,69,87.7,76.1,57.8,27.8,24.4,25.7,15.1,54.8,18.7,34.8,23.2,20.1,5.6,5.6,20.2,7.7,61.8,0.9,33.7,23,34.3,9
135823,0,M,45-54,5.45,11.15,7.5,2.19,10.24,0.41,8.07,45.37,0.77,8.44,21.97,37.86,16.85,24.86,2.67,0.78,2.91,39.38,51.82,36.97,57.58,11.96,11.7,36.61,30.68,60.34,50.4,46.85,35.91,15.97,16.36,9.45,38.81,51.16,22.14,31.54,21.45,11.25,2.82,3.69,18.64,4.39,36.08,2.88,54.69,21,18.05,6.27
136093,1,M,45-54,6.7,9.8,7.5,14.2,39.9,0.2,14,12,0.1,1.6,24.6,40,32.6,20,6.9,3.4,3.3,49.1,49.2,45.5,68.8,10.4,16.3,36.1,33.9,71.3,87.9,70,58.6,35.4,26.3,15.5,14.6,57.3,16.7,35.5,20.9,18.4,2.1,6.2,17.8,7,54.8,1.3,30.5,26.9,34.7,7.9
136182,1,F,45-54,6.6,8.3,7.8,13.7,35.5,0.2,14.9,15,0.1,1.8,28.8,40.5,26.5,20.3,8.2,3,4.2,44.4,53.5,45.4,68.4,11.6,17.1,32,34.2,66.9,86.1,68.4,57.8,33.1,25.8,12.3,14.5,59.8,18.9,32.4,19.9,15.6,1.9,8.1,18.2,4.7,53.3,1.4,39.2,23.3,29,8.4
136192,1,M,25-34,39.1,22.6,5.9,4.3,39.3,0,13.9,3,13.5,1.7,6.9,23.2,68.3,15.2,10.6,7.2,6.6,51.5,48,68.3,82,24,62.3,50,50.6,68.2,68.2,60.1,37.4,22.8,19.2,33.3,19,66.7,38.4,48.4,28.1,17.3,15.7,9.1,31.3,13.5,73,0.2,21.1,23.3,32.3,23.3
136271,1,O,45-54,5.4,8.2,7.7,11.7,31.2,0.1,23.4,12.7,0.1,2.1,29,37,30,27.2,10,2.4,3.5,31.7,67,46.9,76.8,9,12.4,29.5,33.3,63.1,84.8,66.8,55.7,22.3,22,21.6,20.3,61.8,18.4,35.4,21.3,16,3.5,4.6,21.8,4.5,57.9,0.8,43.4,25.6,23.8,7.2
136303,0,M,55-64,2.69,4.74,3.99,11.1,23.59,5.34,12.01,12.78,0.46,1.8,25.46,41.25,24.12,27.83,6.71,1.92,1.97,53.49,42.37,29.12,59.35,6.12,6.34,18.24,26.58,64.21,88.76,62.19,52.23,27.1,21.8,11.09,15.93,49.08,13.74,30.66,18.72,11.3,0.83,3.17,16.76,1.98,45.51,2.51,31.13,27.33,32.98,8.56
136526,1,F,45-54,5.7,8.4,9.4,11.9,39.2,0.1,16.8,9.6,0.1,1.3,28.1,40.8,28,20.8,8.3,2.6,3.4,52.1,45.5,45.4,69.8,10.5,13.5,36.4,32.7,69,85.8,79.1,59.8,39.4,30.5,19,13.6,56.8,16.7,34.2,19.5,17.1,2.6,7.8,15.1,3.9,57.6,2,32.8,23.8,36.2,7.3
136616,1,F,25-34,60.4,37,10.6,4.8,32.9,0,10.4,24.4,6.9,4.5,16.6,37.8,37.4,10.3,3.7,4.5,4.7,53.7,45.2,69.5,69.5,49.7,65.4,63.7,58.1,67,34.6,34.5,25.3,22.6,16.4,13.6,27.3,67.6,51.3,53.3,29.2,14.9,6.9,11.5,31,27.1,52.2,0.7,12.9,21.4,39.1,26.6
136646,1,M,25-34,33.9,25.7,6.3,15.7,31.8,0,16.4,7.1,8.4,2,12.7,46.5,37.5,16.1,8.1,6.6,3.7,52.3,46.3,67.1,72.7,29.8,60.8,46.5,51.8,70.8,65.9,49.8,33.2,23.6,18,19.2,19.7,67.7,36.3,49.6,24.4,15.7,8,7,34.6,21.6,67,0.9,27.7,24.7,35.3,12.3
136755,0,M,35-44,8.27,8.94,1.8,5.34,14.93,0.09,23.58,16.85,0.86,4.92,36.99,30.8,12.25,16.85,4.42,4.49,3.16,57.34,36.16,43.63,70.1,7.85,18.84,32.69,37.43,66.47,80.14,55.09,49.93,31.47,20.28,13.49,19.38,59.79,21.07,36.18,17.01,11.37,1.97,5.96,15.06,7.6,48.51,1.54,37.81,25.46,23.57,13.17
136910,1,F,55-64,2.2,4.1,3.5,9,17.9,5.2,15.6,14.5,0.3,2.2,33.4,39.8,14.8,27.7,6.6,1.8,2.2,49.8,39.6,27.7,59.2,4.9,5.1,20.1,25.1,59,89,71.3,57.6,33.4,26.4,10.1,15.1,50.9,13.7,29.1,16.7,7.7,1,4.9,10.9,2,45.5,4.5,36.1,28.2,28.1,7.7
136966,1,M,25-34,24.9,14.8,5.8,12.9,40.9,0,17.7,7.6,4.5,1.5,14.3,42.1,40.5,17,8.1,6.3,5.6,45,54.4,69.7,81.5,21.5,51.3,45,46.7,73.7,73.1,58,35.2,26.4,22,22.5,17.7,71.7,33.7,47.9,25.7,15.1,7.6,15.2,23.2,12,68.8,0.6,20.4,26.1,34.7,18.8
137080,1,M,18-24,56.3,36.2,8.7,3.8,27.1,0,7.3,6.7,40.6,3.7,3.9,46.8,48.9,10.4,4.8,3.8,8.5,29.5,70.4,72.8,65.6,44,85.8,68.6,51.8,68.1,62.4,48.9,25.4,17.6,12.7,24.5,20.4,63,43.7,53.8,33,18.7,21.9,8,38.2,46.4,66.1,0.1,18.9,19.1,47.6,14.4
137098,0,M,75+,2.11,5.39,1.13,2.37,4.55,47.93,3.08,3.69,4.53,2.6,28.35,37.81,9.87,19.24,4.15,2.62,1.7,34.82,16.58,15.08,36.6,2.39,3.67,22.49,16.65,31.07,77.79,51.18,47.45,10.16,10.06,7.67,17.92,49.64,16.03,31.54,7.77,4.52,0.85,1.12,12.5,4.2,41.37,3.61,87.19,4.77,2.24,5.8
137631,1,F,25-34,31.7,18.6,6.2,11.6,42.6,0,17.4,8.3,4,1.8,13.6,33.6,50,16.2,7.4,5.9,6,43.9,55.4,69.5,82,19.8,57.5,46.1,49.1,75.7,73.1,56.4,38.6,21.6,17.8,19.9,20.4,70.1,33.7,48.9,27.1,16.4,9.7,8.9,26.2,18.6,66,0.5,42.9,25.5,25.1,6.5
137704,1,F,18-24,31.2,14.4,0.3,2.2,4.8,0,18.2,4.3,43.4,4.3,24,61.9,7.1,9.7,6.8,4.9,6.3,30.2,69.6,70,81.4,13.5,80.1,49.9,44,67.1,59.2,42.7,28.9,18.6,11.6,19.6,21.4,76.1,31,48.3,21.7,11,10.8,5.3,24.3,15.9,67.8,0.1,14.8,25.4,42.6,17.2
137774,0,O,65-74,2,3.18,3.22,1.25,5.36,80.79,2.13,5.83,0.64,0.14,26.34,35.23,15.56,20.52,2.63,0.58,1.82,45.89,37.34,17.21,38.27,9.15,1.64,26.05,21.44,46.83,86.82,61.1,50.9,25.58,17.86,10.17,16.11,38.36,19.03,30.2,15.84,9.03,1.02,0.78,7.29,1.55,30.32,5.25,94.84,3.42,1.5,0.24
137888,0,M,65-74,7.4,6.91,8.04,5.03,20.97,16.43,6.7,23.25,4,4.96,26.72,47.25,18.63,15.26,2.8,0.76,3.6,38.45,55.06,37.84,59.72,13.48,10.69,42.49,28.56,61.01,79.64,64.48,49.37,29.39,20.75,10.05,17.73,56.13,21.42,32.44,21.06,12.51,1.47,5.61,11.11,5.75,39.1,2.8,77.72,9.36,10.17,2.75
137936,0,M,65-74,3.65,3.87,1.31,0.76,3.89,65.55,3.05,9.18,2.33,2.24,31.96,27.57,7.2,14.93,1.67,0.78,3.22,50.25,31.3,20.78,45.14,5.89,3.98,28.54,23.41,45.34,74.81,52.05,46.53,25,14.2,6.83,19.24,42,18.73,29.58,13.9,7.25,1.94,1.38,7.35,2.75,24.63,2.8,10.19,18.87,38.22,32.73
137952,0,M,55-64,2.88,7.48,14.91,3.36,32.5,13.15,4.66,19.4,1.21,3.03,15.36,34.76,46.63,26.19,4.74,0.8,4.27,27.07,71.55,30.26,49.09,15.9,4.28,36.16,22.55,61.48,84.64,71.43,53.65,28.57,23.57,17.28,19.41,47.32,17.19,29.97,26.22,16.5,4.6,4.04,11.85,3.14,41.15,1.07,78.63,10.62,9.54,1.2
137979,1,O,18-24,34.6,19.3,0.6,4.1,8.6,0,23.4,5.7,38.4,3.6,19.1,64.4,11.7,10,7,4.8,5.4,36.5,63.1,69,80.6,14.6,84,50.7,48.6,66.8,62.2,41.2,30.2,18.4,11.9,14.7,21.1,75.5,32.8,48.2,23.7,12.1,7.8,6.3,24.3,24.2,65,0.3,58.2,29.8,9.2,2.8
137998,1,F,65-74,0.8,3,1.1,1.6,3.4,83.7,2.5,1.8,0.5,0,28.9,36.2,16.5,28.3,4.1,0.9,1.9,46.4,41.9,16.9,54,2.8,1.5,16.7,17.4,49.8,90.5,74.8,60.6,23.3,14.8,11,13.3,40.8,10.8,25.8,11.7,10.1,0.6,0.3,9.5,1.1,41.5,3.7,96.5,2.4,1,0.1
138440,0,F,45-54,9.1,9.61,4.69,5.66,25.11,0.81,12.38,4.74,5.8,1.25,18.48,39.51,38.18,17.94,7.86,2.45,4.04,47.09,51.1,47.62,73.08,14.01,23.69,34.06,33.29,67.82,85.3,67.69,51.35,27.21,19.9,18.82,15.13,58.21,21.77,38.54,21.05,14.81,5.86,3.51,18.06,6.52,57.36,0.96,59.03,16.19,20.78,4
138523,0,M,45-54,4.41,6.97,8.68,10.55,28.41,9.17,6.61,4.56,3.43,0.65,12.34,36.65,48.28,25.72,6.42,1.99,3.26,46.93,50.28,38.11,68.78,8.67,11.6,26.66,28.49,63.16,86.2,73.34,51.64,22.24,18.49,16.81,17.57,51.59,17.95,34.5,18.72,16.14,4.6,3.45,20.49,3.44,53.9,1.56,66.75,14.02,16.36,2.88
138588,1,M,35-44,16.9,14.9,8.3,12,38.2,0,19.8,9.2,1.6,1.5,17.3,36.4,42.9,19.1,8.3,4.5,3.9,46.6,52.2,56.7,77.5,14.6,30.6,39,42.5,71.8,77.1,63.7,45.3,28.9,23,22.7,20.4,68.6,28.1,41.6,22.7,17.7,4,12.5,28.8,10.9,64.5,0.9,21.7,21.4,40.2,16.8
138741,0,O,18-24,26.18,12.53,2.46,10.41,24.26,0.01,25.19,6.16,15.59,1.75,15.4,55.09,26.62,14.25,10.11,3.69,4.8,43.56,53.47,68.94,79.36,17.53,64.02,45.61,42.6,68.6,70.43,53.87,35.15,23.91,16.85,20.3,16.08,69.2,30.64,47.01,24.27,12.93,11.66,6.05,21.58,10.52,68.52,1.51,48.84,24.94,17.22,9
138936,0,F,25-34,9.86,8.76,4.52,15.9,29.98,0.05,16.81,19.06,1.26,2.42,19.29,39.07,35.6,21.86,9.88,6.85,6.66,33.95,64.62,51.97,81.45,8.55,27.35,32.89,47.26,62.1,75.51,50.11,40.28,20.52,15.34,13.1,18.26,60.89,26.91,35.32,23.11,13.89,4.09,7.52,19.67,7.68,58.52,0.42,54.39,30.37,11.63,3.61
138987,0,F,65-74,0.97,8.33,1.81,2.73,3.99,59.44,4.82,5.79,0.64,0.26,30.69,28.67,6.55,26.05,3.84,1.6,1.35,42.4,26.52,15.65,46.64,2.9,2.1,14.13,17.32,40.68,48.56,44.86,43.15,13.19,9.84,5.01,28.55,44.2,13.92,27.76,9.2,6.51,0.81,1.13,23.14,1.62,28.31,6.12,88.41,6.63,3.9,1.06
139012,1,O,45-54,5.7,10.1,12.5,11.9,25.3,0.1,16.5,17.1,0.2,2,23,39.9,33.1,33,8.2,1.7,3.3,39,59.1,45.4,69.9,9.4,13.9,30.2,32.9,67,82.3,71.5,56.6,21.8,25.8,15.5,24.1,58.8,18.4,35.6,20.4,12.8,2,5.4,24.1,5,57.6,1.5,37.8,23.7,31,7.6
139243,1,M,25-34,42.3,24.5,7,5.4,28.9,0,9.2,31.5,7.3,5.1,11.9,39.2,43.5,10.5,3.3,4.9,6.1,54.7,44.2,69.3,75.5,31.9,58,61,49.1,74.6,58.8,37.6,32.2,22,13.7,11.8,23.1,62.6,39.8,47.3,28.3,15.9,6,10.5,26.9,30.8,52.7,0.7,17.5,20.7,34.8,27
139495,1,F,25-34,31.6,23.8,9.2,9.3,46.7,0,10.2,3.5,8,1.1,6.9,30.5,61.7,16.7,9.9,4.5,6.6,41.7,57.9,74.4,80.7,32.8,64.8,51.1,49.4,73.8,77.7,64.2,41.5,22,21,26.4,17.4,68.7,36.7,45,29,18.5,19.7,8.2,27,21.1,71.7,0.3,30.5,18.3,37.7,13.5
139699,1,M,45-54,5.8,9,13.1,12.6,40.4,0.3,11.2,6.8,0.3,1,17.8,38.5,42.5,25.7,9.4,2.2,3.8,33.1,65.9,44.5,70.1,10.9,12.9,33.4,30.5,69.2,88.3,82.2,62,31.8,27,22.3,13.9,61.1,16.7,35.3,21.9,18.6,3.1,4.1,22,3.7,61.5,0.8,46.5,21,28.4,4.1
139708,1,F,55-64,2.3,5.4,5.8,7.3,24.3,8.8,10.4,9.3,0.7,1.1,24.9,40.6,28.6,25.8,8.1,1.4,3.9,27.4,71.7,29.8,61.6,7.3,6.3,24.3,24.5,64.8,89.8,76.5,62.6,31.2,21.8,13.9,13.8,49.9,12.4,30.2,17.8,13.7,2,1.9,12.9,2,49.3,0.6,76.6,12.9,9.3,1.1
139827,0,M,25-34,27.27,12.44,2.19,12.96,22.3,0.01,24.79,12.58,8.43,2.47,22.43,53.36,18.11,12.54,5.39,4.74,3.22,49.9,48.43,68.24,81.49,16,65.77,47.54,46.84,70.92,76.66,54.59,39.87,29.71,19.32,13.79,18.2,71.9,31.74,46.09,21.37,13.14,3.72,9.54,17.45,16.48,60.84,1.14,26.26,31.56,30.78,11.41
139840,0,F,65-74,2.27,7.14,7.51,6.98,14.87,23.35,6.94,10.63,1,0.64,24.12,40.71,24.4,31.16,5.39,0.97,2.37,34.06,54.71,27.74,60.2,5.71,5.48,19.63,23.32,56.38,82.32,65.78,53.91,17.05,14.58,10.25,24.47,48.04,14.96,32.44,13.86,12.91,1.2,1.37,22.91,3.01,45.8,3,34.51,20.84,34.53,10.12
139857,0,O,55-64,7.44,7.14,3.28,10.69,19.61,0.9,15.69,12.73,2.82,2.42,27.59,45.13,16.26,17.46,4.95,3.13,2.52,50.41,42.71,44.55,71.9,8.09,21.61,32.15,34.7,63.47,80.99,61.05,48.66,26.83,18.65,11.29,18.1,60.05,21.14,36.15,16.81,11.71,1.78,5.57,14.75,5.58,49.88,2.7,61.6,18.61,15.33,4.46
139904,0,F,55-64,1.89,6.09,4.21,7,20.49,5.54,14.56,12.31,0.42,2.14,33.3,36.65,20.86,28.58,6.47,2.18,2.39,40.34,53.17,28.65,58.97,6.33,4.91,24.92,24.65,60.56,90.36,74.84,62.13,30.4,21.69,15.67,14.36,53.21,13.74,29.66,18.17,12.26,1.78,2.7,9.34,3.32,46.42,2.91,49.59,21.32,24.7,4.38
140196,0,F,18-24,10.38,6.07,8.22,5.55,26.5,1.73,8.95,24.82,5.64,7.64,20.77,44.86,26.82,16.89,3.94,1.13,4.57,46.47,51,47.47,63.37,20.14,16.64,41.77,30.94,64.2,78.02,59.27,40.34,26.2,20.28,13.52,17.6,52.78,25.03,36.21,23.48,12.04,6.18,8.42,11.24,5.06,45.45,1.8,45.6,22.16,25.34,6.9
140274,1,M,55-64,1.9,6,5.7,8.5,25,6.5,10.2,14.2,0.5,1.4,18.9,44.9,28.6,29.9,6.9,1.7,2.2,43,49,28.2,60.7,5.2,6.3,22.6,26.1,60.3,87,74.7,55.9,28.9,24.4,12.8,17.5,49.5,13.7,30.2,19.4,13.1,1.4,2.6,13.2,2.3,49,4,29.6,27.8,31.4,11.2
140330,0,M,65-74,1.16,3.23,2.99,1.31,6.48,80.24,1.91,5.92,0.52,0.11,27.13,36.69,22.49,24.12,2.2,0.41,2.71,43.36,47.91,16.86,45.89,4.93,1.09,24.17,16.62,50.53,87.46,62.64,53.07,20.41,15.91,10.83,17.93,39.24,14.91,27.05,17.45,11.21,0.79,0.77,9.43,1.68,31.49,4.2,97.65,1.62,0.64,0.09
140390,0,F,45-54,7.14,11.75,9.07,4.04,25.19,0.23,9.27,34.98,1.74,8.25,10.32,38.9,44.81,21.65,6.82,2.74,3.93,44.85,51.37,44.59,60,16.89,14.92,41.27,33.47,65.05,47.29,48.9,35.39,21.58,16.01,13.66,22.81,54.3,22.72,32.25,25.61,15.19,4.08,4.18,28.29,2.65,49.03,2.01,80.01,13.27,5.65,1.07
140415,1,M,18-24,34.7,15.2,1,6.4,11.9,0,25,7.4,32.7,3.3,18.2,66.3,11.4,10.2,6,4.6,5.6,34.7,65,71.1,79.9,13.9,83.8,46.8,47,69.4,69.8,46.6,30.6,20.8,13.2,13.3,20,74.3,31,48.9,23.2,12.3,6.4,7.8,24.9,21.6,65,0.2,54.4,33.2,10.4,2
140460,0,M,45-54,3.24,6.14,5.29,7.79,18.06,6.37,11.44,10.99,1.71,1.48,27.03,42.66,20.58,26.29,6.91,2.2,3.42,38.93,57.64,30.15,67.96,8.37,7.77,23.95,27.29,62.44,82.14,61.76,51.37,20.34,16.53,13.51,18.07,55.54,17.28,30.76,17.63,11.93,3.36,2.87,16.92,3.05,49.2,1.73,58.25,17.83,19.27,4.65
140613,0,M,45-54,6.84,9.7,6.2,8.35,21.66,6.01,10,6.08,2.69,1.33,22.78,36.29,32.7,23.41,7.46,3.56,2.77,44.66,51.71,38.17,63.51,15.17,11.95,26.39,34.8,62.28,82.63,56.81,46.24,22.19,16.39,16.49,17.4,51.63,23.78,39.98,18.5,13.25,4.98,3.14,21.93,6.4,51.94,1.66,61.98,15.8,17.9,4.32
140626,1,F,25-34,28.3,13,1.8,5,23,0,29.1,7.5,10.4,3.5,20.4,32.4,36.5,14.6,8.2,6.9,4.8,56.2,42.6,69.1,83,18.2,68.3,42.9,48.8,73.4,71,48.5,33.7,24,18,24.1,20.9,71.1,45.4,46.9,24.3,13.3,8.4,9.8,21.5,12.2,68.7,0.7,21.1,22.5,37.3,19.1
140639,0,F,75+,1.1,3.34,3.03,4.25,11.83,54.82,4.43,3.14,1.05,0.25,26.54,39.64,21.49,25.88,5.57,1.81,1.15,48.19,28.75,20.43,52.55,3.97,2.25,17.15,18.14,48.06,87.91,64.42,50.65,20.08,13.83,13.81,14.51,43.67,13.65,29.82,12.88,9.22,1.34,1.45,10.33,2.05,42.97,5.79,65.82,22.85,9.44,1.88
140690,0,F,45-54,5.72,8.62,6.03,13.99,31.63,0.15,18.18,15.36,0.12,2.03,30.95,40.48,23.31,22.8,7.99,3.24,2.52,46.58,51.38,38.46,70.25,9.18,16.43,30.27,34.02,66.78,85.07,69.1,57.39,34.45,23.45,13.82,13.98,59.12,18.41,30.43,18.23,14.97,1.32,4.2,19.23,4.78,53.99,1.27,40.31,27.54,26.04,6.11
140859,1,F,45-54,5.6,6.8,7.2,15.3,38.7,0.1,15.7,11.6,0.1,1.7,25,37.8,34,21.5,9.9,4.5,3.2,47.3,50.7,45.5,67.9,10.4,15.8,32.2,34.7,67,87.5,71.4,56.3,31.8,24.5,15.1,13.3,56.7,19.9,34.3,21.6,15.9,3.4,6.3,13.8,4.6,54.8,1.5,33.7,27.8,31.2,7.3
140887,1,F,18-24,27.3,12.8,0.7,7.5,11,0,22.6,7.5,40,3.4,8.7,71.6,16.2,12.9,9.1,4.8,5.3,34.8,64.5,69.1,81.4,15,83.9,45.3,47,64.4,55.2,39.4,21.9,15.9,10.7,16,20.6,72.2,32.8,46.9,24.8,12.4,8.6,4.1,29.1,12.3,71.2,0.6,79.4,15.2,4.6,0.8
140891,0,F,35-44,34.46,14.65,11.13,9.9,31.91,0.01,10.61,26.86,1.13,3.76,18.81,47.44,25.67,11.85,3.84,1.28,3.41,57.56,40.99,60.44,70.18,40.83,38.95,58.43,53.09,67.22,74.29,55.2,40.83,35.07,24.92,17.71,21.15,62.96,45.64,45.74,26.58,15.01,4.42,2.09,12.79,19.37,49.19,1.19,11.91,23.13,40.64,24.32
140943,0,F,65-74,2.33,5.94,4.46,5.5,19.32,21.16,3.47,2.42,4.99,0.38,8.21,38.65,49.93,27.77,6.89,2.33,2.39,50.74,41.59,31.13,64.5,7.32,6.73,22.45,23.82,61.16,85.34,72.36,45.41,23.45,19.99,17.89,13.56,45.09,14.59,32.99,19.34,13.44,4.02,2.25,16.83,2.59,55.42,3.63,78.98,8.5,9.77,2.75
141001,0,F,35-44,15.28,15.18,11.1,5.24,33.52,0.43,7.59,26.55,3.52,4.24,16.9,40.14,39.89,14.13,4.66,2.01,4.9,46.91,51.63,51.87,68.88,18.06,23.83,51.8,36.4,66.45,59.42,53.35,41.46,26.05,17.25,14.16,19.58,58,28.39,37.74,27.88,15.36,6.14,8.26,22.12,8.93,47.36,0.75,43.13,24.74,24.68,7.45
141048,1,F,45-54,11.5,7.2,9.7,5.4,34.2,0.2,6.6,32.4,0.3,3.8,22.1,39.9,33.1,17.8,4.2,1.4,2.8,54.6,43.4,43.4,60.2,15.7,18.6,42.8,36.2,59.5,79.7,61.1,48.7,39.5,27.2,13.3,16.6,53.6,24,32.5,23.3,15.5,1.2,6,15.9,4,45.6,1,13,29.3,36,21.7
141236,1,F,35-44,19.1,20.1,9.3,10.1,40.4,0,10.2,5.8,8.3,0.8,6.7,40.1,51.2,21.5,9.6,5.7,3.2,53.3,45.4,56.6,77,17.2,34.1,42.6,44.9,66.1,73.7,58.7,39.7,30,26.2,25.9,18.8,68.4,29.5,42,24.5,19.3,3.4,9.9,33.2,10.3,70.6,1,11.9,12.6,32.3,43.2
141254,0,M,18-24,42.3,18.62,5.84,4.02,26.34,0.05,10.96,12.23,35.92,2.84,7.11,60.25,31.88,8.84,4.51,1.34,10.88,18.42,81.51,71.26,74.1,25.8,83.84,67.7,44.84,68.11,67.14,59.14,32.56,25.32,15.6,16.84,17.36,68.85,34.28,46.4,29.8,16.34,13.06,6.74,21.07,22.81,62.36,0.05,60.44,26.79,11.05,1.71
141266,1,F,45-54,4.9,8.8,8.2,11.7,33.3,0.1,16.5,14.5,0.1,2.2,31.9,42.2,21.7,22.6,6.8,3.3,3.2,41.1,57.4,45.7,69.4,11.4,13.1,35.3,31.8,67.1,87,75.6,60.3,33.8,26.6,18.1,14.6,60.3,18.4,36.1,19.4,15.9,2.4,5.4,14.7,5.4,54.8,1.2,27.2,23.6,39.9,9.3
141305,0,F,25-34,44.23,24.4,6.63,4.98,23.18,0.02,14.57,22.04,13.89,7.35,15.15,50.1,28.45,9.71,4.31,3.64,4.92,58.97,40.24,70.73,70.61,44.97,63.77,61.38,52.73,65.89,53.51,37.03,27.96,22.23,15.1,16.15,23.03,63.08,42.73,48.23,27.54,13.97,9.06,7.69,26.84,25.87,53.83,0.51,16.16,23.65,37.13,23.05
141310,0,O,55-64,5.77,5.99,4.57,9.44,22,2.12,11.84,11.09,2.29,1.88,24.03,44.05,22.59,20.65,6.17,2.36,3.12,50.35,43.91,39.3,68.12,9.19,14.55,26.59,31.5,62.46,85.53,66.33,48.47,26.14,19.21,12.24,15.37,55.18,20.85,34.71,17.94,11.74,2.1,5.5,15.06,3.93,52.22,2.13,66.01,14.91,14.83,4.25
141479,1,F,25-34,41.1,50.7,5.7,9.9,26.3,0,11.2,3.8,28.3,1.9,3.8,24.6,68.4,25.1,6.6,8.8,6.1,42.9,55.9,71,76.9,46.5,61,55.2,54.9,73.6,55.4,40.5,23.4,14.3,13.7,29.2,32.9,73.4,46.2,57.5,25.8,22.6,17.4,7.1,40.7,49,78.3,0.9,55.5,22,16.6,5.9
141493,1,M,25-34,31.5,14.8,2.4,6.5,24.5,0,26.7,10.7,8.2,4.3,21.4,34.4,34.9,14.2,6.3,6.8,4.5,56.7,41.9,67.1,82.2,17.9,57.6,48,50.2,75.4,68.8,53.9,37.2,22.4,16.3,21.5,20.1,70.9,36,48.2,24.3,13.1,7.3,7.6,19.2,14.6,65,0.8,41.8,30.2,20.9,7.1
141525,0,F,25-34,24.87,17.16,6.01,10.62,36.83,0.01,20.92,8.13,5.32,1.84,16.75,40.59,38.66,16.9,7.47,6.18,5.32,44.81,54.46,69.65,81.6,21.03,51.42,46.15,47,73.69,71.59,62.08,38.45,25.54,19.87,22.4,19.18,72.77,33.67,47.77,24.74,15.67,7.5,10.99,22.43,14.16,67.39,0.59,25.19,30.51,32.07,12.24
141658,1,O,35-44,14.5,12.6,6.1,8.4,34.2,0,22.2,10.7,1.9,2.8,21.4,37.6,35.5,18.2,7.8,5.7,4.1,46.4,53.1,58.3,77.6,16.7,30.8,42,42.9,71.9,78.4,64.3,45.7,29.6,23.3,27.1,17.5,66.7,28.1,41.5,22.4,15,5,9.2,19.4,10.3,63.2,0.4,12.5,24.7,43.4,19.3
141688,0,F,75+,4.23,8,4.96,5.52,20.73,6.46,6.18,2.31,6.17,0.55,14.77,38.18,44.35,25.05,7.48,2.61,3.02,42.72,51.98,39.61,68.53,11.18,10.36,26.75,26.53,64.2,87.03,70.24,50.45,24.75,19.16,21.48,12.81,54.22,17.37,36.85,19.37,13.56,3.17,2.21,18.79,4.35,56.05,2.14,81.29,7.92,8.81,1.98
